SourceProductID,TargetProductID,Relation,Weight,Scenario,Reason
34,38,COMPLEMENTS,0.885,老人看护,Aqara烟雾报警器 Plus 与 乐橙门口猫眼摄像头 Lite 在老人看护场景中互补，适合作为搭配推荐。
34,45,COMPLEMENTS,0.782,老人看护,绿米烟雾报警器 Max 与 乐橙门口猫眼摄像头 Lite 在老人看护场景中互补，适合作为搭配推荐。
35,2,COMPLEMENTS,0.771,家庭安防,小米人脸识别门锁 Plus 与 乐橙云台摄像机 Plus 在家庭安防场景中互补，适合作为搭配推荐。
35,7,COMPLEMENTS,0.822,家庭安防,鹿客掌静脉门锁 Lite 与 乐橙云台摄像机 Plus 在家庭安防场景中互补，适合作为搭配推荐。
35,38,COMPLEMENTS,0.736,老人看护,Aqara烟雾报警器 Plus 与 乐橙云台摄像机 Plus 在老人看护场景中互补，适合作为搭配推荐。
35,45,COMPLEMENTS,0.682,老人看护,绿米烟雾报警器 Max 与 乐橙云台摄像机 Plus 在老人看护场景中互补，适合作为搭配推荐。
36,2,COMPLEMENTS,0.794,家庭安防,小米人脸识别门锁 Plus 与 乐橙双摄追踪摄像机 Plus 在家庭安防场景中互补，适合作为搭配推荐。
36,7,COMPLEMENTS,0.764,家庭安防,鹿客掌静脉门锁 Lite 与 乐橙双摄追踪摄像机 Plus 在家庭安防场景中互补，适合作为搭配推荐。
36,38,COMPLEMENTS,0.771,老人看护,Aqara烟雾报警器 Plus 与 乐橙双摄追踪摄像机 Plus 在老人看护场景中互补，适合作为搭配推荐。
36,45,COMPLEMENTS,0.762,老人看护,绿米烟雾报警器 Max 与 乐橙双摄追踪摄像机 Plus 在老人看护场景中互补，适合作为搭配推荐。
37,65,AUTOMATES,0.829,老人看护,雷士床头阅读灯 Plus 与 Aqara门窗传感器 Plus 在老人看护场景中互补，适合作为搭配推荐。
37,69,AUTOMATES,0.77,老人看护,飞利浦客厅主灯 Pro 与 Aqara门窗传感器 Plus 在老人看护场景中互补，适合作为搭配推荐。
37,293,REQUIRES_HUB,0.794,全屋智能,米家多模网关 Plus 可以作为 Aqara门窗传感器 Plus 的连接中枢，提升全屋智能联动稳定性。
37,294,REQUIRES_HUB,0.922,全屋智能,米家Matter 网关 Pro 可以作为 Aqara门窗传感器 Plus 的连接中枢，提升全屋智能联动稳定性。
37,82,AUTOMATES,0.725,节能用电,华为智选智能排插 Max 与 Aqara门窗传感器 Plus 在节能用电场景中互补，适合作为搭配推荐。
37,77,AUTOMATES,0.724,节能用电,米家WiFi 智能插座 Plus 与 Aqara门窗传感器 Plus 在节能用电场景中互补，适合作为搭配推荐。
38,65,AUTOMATES,0.803,老人看护,雷士床头阅读灯 Plus 与 Aqara烟雾报警器 Plus 在老人看护场景中互补，适合作为搭配推荐。
38,69,AUTOMATES,0.806,老人看护,飞利浦客厅主灯 Pro 与 Aqara烟雾报警器 Plus 在老人看护场景中互补，适合作为搭配推荐。
38,293,REQUIRES_HUB,0.905,全屋智能,米家多模网关 Plus 可以作为 Aqara烟雾报警器 Plus 的连接中枢，提升全屋智能联动稳定性。
38,294,REQUIRES_HUB,0.936,全屋智能,米家Matter 网关 Pro 可以作为 Aqara烟雾报警器 Plus 的连接中枢，提升全屋智能联动稳定性。
38,82,AUTOMATES,0.899,节能用电,华为智选智能排插 Max 与 Aqara烟雾报警器 Plus 在节能用电场景中互补，适合作为搭配推荐。
38,77,AUTOMATES,0.712,节能用电,米家WiFi 智能插座 Plus 与 Aqara烟雾报警器 Plus 在节能用电场景中互补，适合作为搭配推荐。
39,65,AUTOMATES,0.86,老人看护,雷士床头阅读灯 Plus 与 Aqara水浸传感器 Lite 在老人看护场景中互补，适合作为搭配推荐。
39,69,AUTOMATES,0.755,老人看护,飞利浦客厅主灯 Pro 与 Aqara水浸传感器 Lite 在老人看护场景中互补，适合作为搭配推荐。
39,293,REQUIRES_HUB,0.696,全屋智能,米家多模网关 Plus 可以作为 Aqara水浸传感器 Lite 的连接中枢，提升全屋智能联动稳定性。
39,294,REQUIRES_HUB,0.891,全屋智能,米家Matter 网关 Pro 可以作为 Aqara水浸传感器 Lite 的连接中枢，提升全屋智能联动稳定性。
39,82,AUTOMATES,0.712,节能用电,华为智选智能排插 Max 与 Aqara水浸传感器 Lite 在节能用电场景中互补，适合作为搭配推荐。
39,77,AUTOMATES,0.931,节能用电,米家WiFi 智能插座 Plus 与 Aqara水浸传感器 Lite 在节能用电场景中互补，适合作为搭配推荐。
40,65,AUTOMATES,0.737,老人看护,雷士床头阅读灯 Plus 与 米家水浸传感器 Max 在老人看护场景中互补，适合作为搭配推荐。
40,69,AUTOMATES,0.834,老人看护,飞利浦客厅主灯 Pro 与 米家水浸传感器 Max 在老人看护场景中互补，适合作为搭配推荐。
40,293,REQUIRES_HUB,0.737,全屋智能,米家多模网关 Plus 可以作为 米家水浸传感器 Max 的连接中枢，提升全屋智能联动稳定性。
40,294,REQUIRES_HUB,0.772,全屋智能,米家Matter 网关 Pro 可以作为 米家水浸传感器 Max 的连接中枢，提升全屋智能联动稳定性。
40,82,AUTOMATES,0.728,节能用电,华为智选智能排插 Max 与 米家水浸传感器 Max 在节能用电场景中互补，适合作为搭配推荐。
40,77,AUTOMATES,0.732,节能用电,米家WiFi 智能插座 Plus 与 米家水浸传感器 Max 在节能用电场景中互补，适合作为搭配推荐。
41,65,AUTOMATES,0.845,老人看护,雷士床头阅读灯 Plus 与 米家烟雾报警器 Pro 在老人看护场景中互补，适合作为搭配推荐。
41,69,AUTOMATES,0.858,老人看护,飞利浦客厅主灯 Pro 与 米家烟雾报警器 Pro 在老人看护场景中互补，适合作为搭配推荐。
41,293,REQUIRES_HUB,0.741,全屋智能,米家多模网关 Plus 可以作为 米家烟雾报警器 Pro 的连接中枢，提升全屋智能联动稳定性。
41,294,REQUIRES_HUB,0.694,全屋智能,米家Matter 网关 Pro 可以作为 米家烟雾报警器 Pro 的连接中枢，提升全屋智能联动稳定性。
41,82,AUTOMATES,0.725,节能用电,华为智选智能排插 Max 与 米家烟雾报警器 Pro 在节能用电场景中互补，适合作为搭配推荐。
41,77,AUTOMATES,0.838,节能用电,米家WiFi 智能插座 Plus 与 米家烟雾报警器 Pro 在节能用电场景中互补，适合作为搭配推荐。
42,65,AUTOMATES,0.817,老人看护,雷士床头阅读灯 Plus 与 米家人体传感器 Pro 在老人看护场景中互补，适合作为搭配推荐。
42,69,AUTOMATES,0.818,老人看护,飞利浦客厅主灯 Pro 与 米家人体传感器 Pro 在老人看护场景中互补，适合作为搭配推荐。
42,293,REQUIRES_HUB,0.77,全屋智能,米家多模网关 Plus 可以作为 米家人体传感器 Pro 的连接中枢，提升全屋智能联动稳定性。
42,294,REQUIRES_HUB,0.827,全屋智能,米家Matter 网关 Pro 可以作为 米家人体传感器 Pro 的连接中枢，提升全屋智能联动稳定性。
42,82,AUTOMATES,0.771,节能用电,华为智选智能排插 Max 与 米家人体传感器 Pro 在节能用电场景中互补，适合作为搭配推荐。
42,77,AUTOMATES,0.771,节能用电,米家WiFi 智能插座 Plus 与 米家人体传感器 Pro 在节能用电场景中互补，适合作为搭配推荐。
43,65,AUTOMATES,0.874,老人看护,雷士床头阅读灯 Plus 与 绿米人体传感器 Plus 在老人看护场景中互补，适合作为搭配推荐。
43,69,AUTOMATES,0.682,老人看护,飞利浦客厅主灯 Pro 与 绿米人体传感器 Plus 在老人看护场景中互补，适合作为搭配推荐。
43,293,REQUIRES_HUB,0.722,全屋智能,米家多模网关 Plus 可以作为 绿米人体传感器 Plus 的连接中枢，提升全屋智能联动稳定性。
43,294,REQUIRES_HUB,0.798,全屋智能,米家Matter 网关 Pro 可以作为 绿米人体传感器 Plus 的连接中枢，提升全屋智能联动稳定性。
43,82,AUTOMATES,0.939,节能用电,华为智选智能排插 Max 与 绿米人体传感器 Plus 在节能用电场景中互补，适合作为搭配推荐。
43,77,AUTOMATES,0.802,节能用电,米家WiFi 智能插座 Plus 与 绿米人体传感器 Plus 在节能用电场景中互补，适合作为搭配推荐。
44,65,AUTOMATES,0.821,老人看护,雷士床头阅读灯 Plus 与 绿米燃气报警器 Max 在老人看护场景中互补，适合作为搭配推荐。
44,69,AUTOMATES,0.757,老人看护,飞利浦客厅主灯 Pro 与 绿米燃气报警器 Max 在老人看护场景中互补，适合作为搭配推荐。
44,293,REQUIRES_HUB,0.925,全屋智能,米家多模网关 Plus 可以作为 绿米燃气报警器 Max 的连接中枢，提升全屋智能联动稳定性。
44,294,REQUIRES_HUB,0.933,全屋智能,米家Matter 网关 Pro 可以作为 绿米燃气报警器 Max 的连接中枢，提升全屋智能联动稳定性。
44,82,AUTOMATES,0.914,节能用电,华为智选智能排插 Max 与 绿米燃气报警器 Max 在节能用电场景中互补，适合作为搭配推荐。
44,77,AUTOMATES,0.726,节能用电,米家WiFi 智能插座 Plus 与 绿米燃气报警器 Max 在节能用电场景中互补，适合作为搭配推荐。
45,65,AUTOMATES,0.892,老人看护,雷士床头阅读灯 Plus 与 绿米烟雾报警器 Max 在老人看护场景中互补，适合作为搭配推荐。
45,69,AUTOMATES,0.728,老人看护,飞利浦客厅主灯 Pro 与 绿米烟雾报警器 Max 在老人看护场景中互补，适合作为搭配推荐。
45,293,REQUIRES_HUB,0.697,全屋智能,米家多模网关 Plus 可以作为 绿米烟雾报警器 Max 的连接中枢，提升全屋智能联动稳定性。
45,294,REQUIRES_HUB,0.932,全屋智能,米家Matter 网关 Pro 可以作为 绿米烟雾报警器 Max 的连接中枢，提升全屋智能联动稳定性。
45,82,AUTOMATES,0.905,节能用电,华为智选智能排插 Max 与 绿米烟雾报警器 Max 在节能用电场景中互补，适合作为搭配推荐。
45,77,AUTOMATES,0.778,节能用电,米家WiFi 智能插座 Plus 与 绿米烟雾报警器 Max 在节能用电场景中互补，适合作为搭配推荐。
46,65,AUTOMATES,0.722,老人看护,雷士床头阅读灯 Plus 与 海康威视燃气报警器 Lite 在老人看护场景中互补，适合作为搭配推荐。
46,69,AUTOMATES,0.839,老人看护,飞利浦客厅主灯 Pro 与 海康威视燃气报警器 Lite 在老人看护场景中互补，适合作为搭配推荐。
46,293,REQUIRES_HUB,0.778,全屋智能,米家多模网关 Plus 可以作为 海康威视燃气报警器 Lite 的连接中枢，提升全屋智能联动稳定性。
46,294,REQUIRES_HUB,0.901,全屋智能,米家Matter 网关 Pro 可以作为 海康威视燃气报警器 Lite 的连接中枢，提升全屋智能联动稳定性。
46,82,AUTOMATES,0.852,节能用电,华为智选智能排插 Max 与 海康威视燃气报警器 Lite 在节能用电场景中互补，适合作为搭配推荐。
46,77,AUTOMATES,0.817,节能用电,米家WiFi 智能插座 Plus 与 海康威视燃气报警器 Lite 在节能用电场景中互补，适合作为搭配推荐。
47,65,AUTOMATES,0.876,老人看护,雷士床头阅读灯 Plus 与 海康威视门窗传感器 Pro 在老人看护场景中互补，适合作为搭配推荐。
47,69,AUTOMATES,0.747,老人看护,飞利浦客厅主灯 Pro 与 海康威视门窗传感器 Pro 在老人看护场景中互补，适合作为搭配推荐。
47,293,REQUIRES_HUB,0.737,全屋智能,米家多模网关 Plus 可以作为 海康威视门窗传感器 Pro 的连接中枢，提升全屋智能联动稳定性。
47,294,REQUIRES_HUB,0.826,全屋智能,米家Matter 网关 Pro 可以作为 海康威视门窗传感器 Pro 的连接中枢，提升全屋智能联动稳定性。
47,82,AUTOMATES,0.904,节能用电,华为智选智能排插 Max 与 海康威视门窗传感器 Pro 在节能用电场景中互补，适合作为搭配推荐。
47,77,AUTOMATES,0.908,节能用电,米家WiFi 智能插座 Plus 与 海康威视门窗传感器 Pro 在节能用电场景中互补，适合作为搭配推荐。
48,65,AUTOMATES,0.907,老人看护,雷士床头阅读灯 Plus 与 海康威视人体传感器 Max 在老人看护场景中互补，适合作为搭配推荐。
48,69,AUTOMATES,0.697,老人看护,飞利浦客厅主灯 Pro 与 海康威视人体传感器 Max 在老人看护场景中互补，适合作为搭配推荐。
48,293,REQUIRES_HUB,0.855,全屋智能,米家多模网关 Plus 可以作为 海康威视人体传感器 Max 的连接中枢，提升全屋智能联动稳定性。
48,294,REQUIRES_HUB,0.902,全屋智能,米家Matter 网关 Pro 可以作为 海康威视人体传感器 Max 的连接中枢，提升全屋智能联动稳定性。
48,82,AUTOMATES,0.772,节能用电,华为智选智能排插 Max 与 海康威视人体传感器 Max 在节能用电场景中互补，适合作为搭配推荐。
48,77,AUTOMATES,0.902,节能用电,米家WiFi 智能插座 Plus 与 海康威视人体传感器 Max 在节能用电场景中互补，适合作为搭配推荐。
49,65,AUTOMATES,0.859,老人看护,雷士床头阅读灯 Plus 与 涂鸦燃气报警器 Lite 在老人看护场景中互补，适合作为搭配推荐。
49,69,AUTOMATES,0.86,老人看护,飞利浦客厅主灯 Pro 与 涂鸦燃气报警器 Lite 在老人看护场景中互补，适合作为搭配推荐。
49,293,REQUIRES_HUB,0.915,全屋智能,米家多模网关 Plus 可以作为 涂鸦燃气报警器 Lite 的连接中枢，提升全屋智能联动稳定性。
49,294,REQUIRES_HUB,0.914,全屋智能,米家Matter 网关 Pro 可以作为 涂鸦燃气报警器 Lite 的连接中枢，提升全屋智能联动稳定性。
49,82,AUTOMATES,0.938,节能用电,华为智选智能排插 Max 与 涂鸦燃气报警器 Lite 在节能用电场景中互补，适合作为搭配推荐。
49,77,AUTOMATES,0.749,节能用电,米家WiFi 智能插座 Plus 与 涂鸦燃气报警器 Lite 在节能用电场景中互补，适合作为搭配推荐。
50,65,AUTOMATES,0.841,老人看护,雷士床头阅读灯 Plus 与 涂鸦烟雾报警器 Pro 在老人看护场景中互补，适合作为搭配推荐。
50,69,AUTOMATES,0.863,老人看护,飞利浦客厅主灯 Pro 与 涂鸦烟雾报警器 Pro 在老人看护场景中互补，适合作为搭配推荐。
50,293,REQUIRES_HUB,0.784,全屋智能,米家多模网关 Plus 可以作为 涂鸦烟雾报警器 Pro 的连接中枢，提升全屋智能联动稳定性。
50,294,REQUIRES_HUB,0.883,全屋智能,米家Matter 网关 Pro 可以作为 涂鸦烟雾报警器 Pro 的连接中枢，提升全屋智能联动稳定性。
50,82,AUTOMATES,0.911,节能用电,华为智选智能排插 Max 与 涂鸦烟雾报警器 Pro 在节能用电场景中互补，适合作为搭配推荐。
50,77,AUTOMATES,0.859,节能用电,米家WiFi 智能插座 Plus 与 涂鸦烟雾报警器 Pro 在节能用电场景中互补，适合作为搭配推荐。
51,65,AUTOMATES,0.904,老人看护,雷士床头阅读灯 Plus 与 涂鸦水浸传感器 Lite 在老人看护场景中互补，适合作为搭配推荐。
51,69,AUTOMATES,0.705,老人看护,飞利浦客厅主灯 Pro 与 涂鸦水浸传感器 Lite 在老人看护场景中互补，适合作为搭配推荐。
51,293,REQUIRES_HUB,0.81,全屋智能,米家多模网关 Plus 可以作为 涂鸦水浸传感器 Lite 的连接中枢，提升全屋智能联动稳定性。
51,294,REQUIRES_HUB,0.745,全屋智能,米家Matter 网关 Pro 可以作为 涂鸦水浸传感器 Lite 的连接中枢，提升全屋智能联动稳定性。
51,82,AUTOMATES,0.875,节能用电,华为智选智能排插 Max 与 涂鸦水浸传感器 Lite 在节能用电场景中互补，适合作为搭配推荐。
51,77,AUTOMATES,0.918,节能用电,米家WiFi 智能插座 Plus 与 涂鸦水浸传感器 Lite 在节能用电场景中互补，适合作为搭配推荐。
52,65,AUTOMATES,0.726,老人看护,雷士床头阅读灯 Plus 与 欧瑞博水浸传感器 Plus 在老人看护场景中互补，适合作为搭配推荐。
52,69,AUTOMATES,0.77,老人看护,飞利浦客厅主灯 Pro 与 欧瑞博水浸传感器 Plus 在老人看护场景中互补，适合作为搭配推荐。
52,293,REQUIRES_HUB,0.801,全屋智能,米家多模网关 Plus 可以作为 欧瑞博水浸传感器 Plus 的连接中枢，提升全屋智能联动稳定性。
52,294,REQUIRES_HUB,0.749,全屋智能,米家Matter 网关 Pro 可以作为 欧瑞博水浸传感器 Plus 的连接中枢，提升全屋智能联动稳定性。
52,82,AUTOMATES,0.841,节能用电,华为智选智能排插 Max 与 欧瑞博水浸传感器 Plus 在节能用电场景中互补，适合作为搭配推荐。
52,77,AUTOMATES,0.914,节能用电,米家WiFi 智能插座 Plus 与 欧瑞博水浸传感器 Plus 在节能用电场景中互补，适合作为搭配推荐。
53,65,AUTOMATES,0.837,老人看护,雷士床头阅读灯 Plus 与 欧瑞博烟雾报警器 Plus 在老人看护场景中互补，适合作为搭配推荐。
53,69,AUTOMATES,0.877,老人看护,飞利浦客厅主灯 Pro 与 欧瑞博烟雾报警器 Plus 在老人看护场景中互补，适合作为搭配推荐。
53,293,REQUIRES_HUB,0.806,全屋智能,米家多模网关 Plus 可以作为 欧瑞博烟雾报警器 Plus 的连接中枢，提升全屋智能联动稳定性。
53,294,REQUIRES_HUB,0.918,全屋智能,米家Matter 网关 Pro 可以作为 欧瑞博烟雾报警器 Plus 的连接中枢，提升全屋智能联动稳定性。
53,82,AUTOMATES,0.741,节能用电,华为智选智能排插 Max 与 欧瑞博烟雾报警器 Plus 在节能用电场景中互补，适合作为搭配推荐。
53,77,AUTOMATES,0.89,节能用电,米家WiFi 智能插座 Plus 与 欧瑞博烟雾报警器 Plus 在节能用电场景中互补，适合作为搭配推荐。
54,65,AUTOMATES,0.751,老人看护,雷士床头阅读灯 Plus 与 欧瑞博门窗传感器 Pro 在老人看护场景中互补，适合作为搭配推荐。
54,69,AUTOMATES,0.692,老人看护,飞利浦客厅主灯 Pro 与 欧瑞博门窗传感器 Pro 在老人看护场景中互补，适合作为搭配推荐。
54,293,REQUIRES_HUB,0.694,全屋智能,米家多模网关 Plus 可以作为 欧瑞博门窗传感器 Pro 的连接中枢，提升全屋智能联动稳定性。
54,294,REQUIRES_HUB,0.884,全屋智能,米家Matter 网关 Pro 可以作为 欧瑞博门窗传感器 Pro 的连接中枢，提升全屋智能联动稳定性。
54,82,AUTOMATES,0.797,节能用电,华为智选智能排插 Max 与 欧瑞博门窗传感器 Pro 在节能用电场景中互补，适合作为搭配推荐。
54,77,AUTOMATES,0.904,节能用电,米家WiFi 智能插座 Plus 与 欧瑞博门窗传感器 Pro 在节能用电场景中互补，适合作为搭配推荐。
109,65,CONTROLS,0.87,全屋智能,小米迷你音箱 Lite 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
109,69,CONTROLS,0.681,全屋智能,小米迷你音箱 Lite 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
109,132,CONTROLS,0.711,全屋智能,小米迷你音箱 Lite 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
109,133,CONTROLS,0.871,全屋智能,小米迷你音箱 Lite 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
109,82,CONTROLS,0.91,节能用电,小米迷你音箱 Lite 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
109,77,CONTROLS,0.894,节能用电,小米迷你音箱 Lite 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
110,65,CONTROLS,0.775,全屋智能,小米屏幕音箱 Plus 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
110,69,CONTROLS,0.934,全屋智能,小米屏幕音箱 Plus 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
110,132,CONTROLS,0.687,全屋智能,小米屏幕音箱 Plus 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
110,133,CONTROLS,0.78,全屋智能,小米屏幕音箱 Plus 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
110,82,CONTROLS,0.776,节能用电,小米屏幕音箱 Plus 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
110,77,CONTROLS,0.923,节能用电,小米屏幕音箱 Plus 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
111,65,CONTROLS,0.753,全屋智能,小米智能音箱 Lite 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
111,69,CONTROLS,0.818,全屋智能,小米智能音箱 Lite 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
111,132,CONTROLS,0.693,全屋智能,小米智能音箱 Lite 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
111,133,CONTROLS,0.744,全屋智能,小米智能音箱 Lite 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
111,82,CONTROLS,0.712,节能用电,小米智能音箱 Lite 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
111,77,CONTROLS,0.831,节能用电,小米智能音箱 Lite 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
112,65,CONTROLS,0.743,全屋智能,华为高音质音箱 Lite 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
112,69,CONTROLS,0.793,全屋智能,华为高音质音箱 Lite 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
112,132,CONTROLS,0.77,全屋智能,华为高音质音箱 Lite 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
112,133,CONTROLS,0.761,全屋智能,华为高音质音箱 Lite 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
112,82,CONTROLS,0.817,节能用电,华为高音质音箱 Lite 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
112,77,CONTROLS,0.918,节能用电,华为高音质音箱 Lite 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
113,65,CONTROLS,0.699,全屋智能,华为儿童学习音箱 Lite 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
113,69,CONTROLS,0.801,全屋智能,华为儿童学习音箱 Lite 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
113,132,CONTROLS,0.933,全屋智能,华为儿童学习音箱 Lite 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
113,133,CONTROLS,0.805,全屋智能,华为儿童学习音箱 Lite 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
113,82,CONTROLS,0.746,节能用电,华为儿童学习音箱 Lite 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
113,77,CONTROLS,0.694,节能用电,华为儿童学习音箱 Lite 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
114,65,CONTROLS,0.848,全屋智能,华为屏幕音箱 Plus 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
114,69,CONTROLS,0.846,全屋智能,华为屏幕音箱 Plus 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
114,132,CONTROLS,0.852,全屋智能,华为屏幕音箱 Plus 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
114,133,CONTROLS,0.763,全屋智能,华为屏幕音箱 Plus 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
114,82,CONTROLS,0.702,节能用电,华为屏幕音箱 Plus 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
114,77,CONTROLS,0.861,节能用电,华为屏幕音箱 Plus 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
115,65,CONTROLS,0.776,全屋智能,天猫精灵儿童学习音箱 Plus 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
115,69,CONTROLS,0.763,全屋智能,天猫精灵儿童学习音箱 Plus 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
115,132,CONTROLS,0.722,全屋智能,天猫精灵儿童学习音箱 Plus 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
115,133,CONTROLS,0.815,全屋智能,天猫精灵儿童学习音箱 Plus 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
115,82,CONTROLS,0.779,节能用电,天猫精灵儿童学习音箱 Plus 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
115,77,CONTROLS,0.935,节能用电,天猫精灵儿童学习音箱 Plus 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
116,65,CONTROLS,0.791,全屋智能,天猫精灵智能音箱 Pro 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
116,69,CONTROLS,0.725,全屋智能,天猫精灵智能音箱 Pro 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
116,132,CONTROLS,0.698,全屋智能,天猫精灵智能音箱 Pro 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
116,133,CONTROLS,0.726,全屋智能,天猫精灵智能音箱 Pro 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
116,82,CONTROLS,0.787,节能用电,天猫精灵智能音箱 Pro 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
116,77,CONTROLS,0.752,节能用电,天猫精灵智能音箱 Pro 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
117,65,CONTROLS,0.819,全屋智能,天猫精灵迷你音箱 Lite 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
117,69,CONTROLS,0.698,全屋智能,天猫精灵迷你音箱 Lite 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
117,132,CONTROLS,0.921,全屋智能,天猫精灵迷你音箱 Lite 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
117,133,CONTROLS,0.687,全屋智能,天猫精灵迷你音箱 Lite 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
117,82,CONTROLS,0.72,节能用电,天猫精灵迷你音箱 Lite 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
117,77,CONTROLS,0.825,节能用电,天猫精灵迷你音箱 Lite 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
118,65,CONTROLS,0.728,全屋智能,百度屏幕音箱 Pro 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
118,69,CONTROLS,0.894,全屋智能,百度屏幕音箱 Pro 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
118,132,CONTROLS,0.922,全屋智能,百度屏幕音箱 Pro 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
118,133,CONTROLS,0.774,全屋智能,百度屏幕音箱 Pro 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
118,82,CONTROLS,0.847,节能用电,百度屏幕音箱 Pro 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
118,77,CONTROLS,0.879,节能用电,百度屏幕音箱 Pro 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
119,65,CONTROLS,0.692,全屋智能,百度高音质音箱 Plus 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
119,69,CONTROLS,0.808,全屋智能,百度高音质音箱 Plus 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
119,132,CONTROLS,0.804,全屋智能,百度高音质音箱 Plus 可控制 米家梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
119,133,CONTROLS,0.848,全屋智能,百度高音质音箱 Plus 可控制 欧瑞博梦幻帘电机 Lite，适合组成全屋智能语音控制方案。
119,82,CONTROLS,0.916,节能用电,百度高音质音箱 Plus 可控制 华为智选智能排插 Max，适合组成节能用电语音控制方案。
119,77,CONTROLS,0.713,节能用电,百度高音质音箱 Plus 可控制 米家WiFi 智能插座 Plus，适合组成节能用电语音控制方案。
120,65,CONTROLS,0.716,全屋智能,百度儿童学习音箱 Pro 可控制 雷士床头阅读灯 Plus，适合组成全屋智能语音控制方案。
120,69,CONTROLS,0.706,全屋智能,百度儿童学习音箱 Pro 可控制 飞利浦客厅主灯 Pro，适合组成全屋智能语音控制方案。
