ProductID,ProductName,CategoryName,SupplierName,QuantityPerUnit,UnitPrice,UnitsInStock,Brand,Description,Features,UseCases,TargetUsers,Tags,Rating,ReviewCount,SalesVolume,BusinessWeight,InstallDifficulty,AfterSalesPolicy,Compatibility
67,飞利浦氛围灯带 Plus,智能灯具,飞利浦官方旗舰店,1 盏,749,25,飞利浦,"飞利浦氛围灯带 Plus 面向学生家庭,租房人群，适合卧室助眠,客厅氛围,儿童学习场景，可作为智能灯具类目的主推商品。",定时开关；语音控制；场景联动；色温调节,卧室助眠；客厅氛围；儿童学习,学生家庭；租房人群,Plus；儿童学习；卧室助眠；场景联动；学生家庭；定时开关；客厅氛围；智能灯具；租房人群；色温调节；语音控制,4.8,2576,14012,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；Matter；涂鸦智能
68,飞利浦床头阅读灯 Max,智能灯具,飞利浦授权专卖店,1 盏,1149,135,飞利浦,"飞利浦床头阅读灯 Max 面向新房装修,学生家庭，适合全屋智能,客厅氛围,卧室助眠场景，可作为智能灯具类目的主推商品。",护眼模式；语音控制；定时开关；色温调节,全屋智能；客厅氛围；卧室助眠,新房装修；学生家庭,Max；全屋智能；卧室助眠；学生家庭；定时开关；客厅氛围；护眼模式；新房装修；智能灯具；色温调节；语音控制,4.7,812,1256,0.941,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；Aqara Home
69,飞利浦客厅主灯 Pro,智能灯具,飞利浦官方旗舰店,1 盏,999,218,飞利浦,"飞利浦客厅主灯 Pro 面向学生家庭,睡眠敏感人群，适合儿童学习,全屋智能,卧室助眠场景，可作为智能灯具类目的主推商品。",语音控制；场景联动；无极调光；色温调节,儿童学习；全屋智能；卧室助眠,学生家庭；睡眠敏感人群,Pro；儿童学习；全屋智能；卧室助眠；场景联动；学生家庭；无极调光；智能灯具；睡眠敏感人群；色温调节；语音控制,4.9,4334,6708,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；Aqara Home
70,Aqara客厅主灯 Lite,智能灯具,Aqara官方旗舰店,1 盏,239,182,Aqara,"Aqara客厅主灯 Lite 面向学生家庭,睡眠敏感人群，适合全屋智能,卧室助眠,儿童学习场景，可作为智能灯具类目的主推商品。",语音控制；无极调光；定时开关；场景联动,全屋智能；卧室助眠；儿童学习,学生家庭；睡眠敏感人群,Lite；儿童学习；全屋智能；卧室助眠；场景联动；学生家庭；定时开关；无极调光；智能灯具；睡眠敏感人群；语音控制,4.4,3049,23501,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；涂鸦智能
71,Aqara床头阅读灯 Plus,智能灯具,Aqara授权专卖店,1 盏,699,49,Aqara,"Aqara床头阅读灯 Plus 面向新房装修,学生家庭，适合儿童学习,全屋智能,卧室助眠场景，可作为智能灯具类目的主推商品。",护眼模式；色温调节；场景联动；无极调光,儿童学习；全屋智能；卧室助眠,新房装修；学生家庭,Plus；儿童学习；全屋智能；卧室助眠；场景联动；学生家庭；护眼模式；新房装修；无极调光；智能灯具；色温调节,4.5,1321,15789,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；华为鸿蒙智联
72,Aqara智能筒灯 Plus,智能灯具,Aqara生态链旗舰店,1 盏,799,212,Aqara,"Aqara智能筒灯 Plus 面向睡眠敏感人群,学生家庭，适合客厅氛围,卧室助眠,全屋智能场景，可作为智能灯具类目的主推商品。",场景联动；定时开关；色温调节；护眼模式,客厅氛围；卧室助眠；全屋智能,睡眠敏感人群；学生家庭,Plus；全屋智能；卧室助眠；场景联动；学生家庭；定时开关；客厅氛围；护眼模式；智能灯具；睡眠敏感人群；色温调节,4.4,3127,35712,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；Matter；涂鸦智能；Apple HomeKit
73,公牛空调伴侣 Pro,智能插座,公牛官方旗舰店,1 个,219,63,公牛,"公牛空调伴侣 Pro 面向节能用户,租房人群，适合节能用电,租房改造,全屋智能场景，可作为智能插座类目的主推商品。",过载保护；语音控制；节能提醒；用电统计,节能用电；租房改造；全屋智能,节能用户；租房人群,Pro；全屋智能；智能插座；用电统计；租房人群；租房改造；节能提醒；节能用户；节能用电；语音控制；过载保护,4.4,2945,2730,0.936,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Aqara Home；华为鸿蒙智联；小度
74,公牛迷你智能插座 Lite,智能插座,公牛生态链旗舰店,1 个,99,52,公牛,"公牛迷你智能插座 Lite 面向租房人群,节能用户，适合节能用电,租房改造,全屋智能场景，可作为智能插座类目的主推商品。",过载保护；节能提醒；用电统计；定时控制,节能用电；租房改造；全屋智能,租房人群；节能用户,Lite；全屋智能；定时控制；智能插座；用电统计；租房人群；租房改造；节能提醒；节能用户；节能用电；过载保护,4.2,1064,24469,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；涂鸦智能
75,公牛计量插座 Lite,智能插座,公牛授权专卖店,1 个,59,125,公牛,"公牛计量插座 Lite 面向租房人群,节能用户，适合租房改造,家电控制,节能用电场景，可作为智能插座类目的主推商品。",远程断电；定时控制；过载保护；语音控制,租房改造；家电控制；节能用电,租房人群；节能用户,Lite；定时控制；家电控制；智能插座；租房人群；租房改造；节能用户；节能用电；语音控制；过载保护；远程断电,4.2,2925,9313,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；Matter；Aqara Home
76,米家计量插座 Lite,智能插座,米家智能生活专营店,1 个,39,101,米家,"米家计量插座 Lite 面向租房人群,家电多的家庭，适合全屋智能,家电控制,节能用电场景，可作为智能插座类目的主推商品。",远程断电；用电统计；节能提醒；过载保护,全屋智能；家电控制；节能用电,租房人群；家电多的家庭,Lite；全屋智能；家电多的家庭；家电控制；智能插座；用电统计；租房人群；节能提醒；节能用电；过载保护；远程断电,4.2,2754,17282,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,涂鸦智能；Matter；Apple HomeKit；华为鸿蒙智联
77,米家WiFi 智能插座 Plus,智能插座,米家生态链旗舰店,1 个,139,59,米家,"米家WiFi 智能插座 Plus 面向家电多的家庭,智能家居入门用户，适合租房改造,全屋智能,家电控制场景，可作为智能插座类目的主推商品。",远程断电；定时控制；用电统计；过载保护,租房改造；全屋智能；家电控制,家电多的家庭；智能家居入门用户,Plus；全屋智能；定时控制；家电多的家庭；家电控制；智能家居入门用户；智能插座；用电统计；租房改造；过载保护；远程断电,4.7,701,6480,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；涂鸦智能
78,米家大功率插座 Lite,智能插座,米家官方旗舰店,1 个,69,56,米家,"米家大功率插座 Lite 面向家电多的家庭,智能家居入门用户，适合租房改造,节能用电,全屋智能场景，可作为智能插座类目的主推商品。",用电统计；定时控制；节能提醒；过载保护,租房改造；节能用电；全屋智能,家电多的家庭；智能家居入门用户,Lite；全屋智能；定时控制；家电多的家庭；智能家居入门用户；智能插座；用电统计；租房改造；节能提醒；节能用电；过载保护,4.5,2955,31898,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Aqara Home；华为鸿蒙智联；天猫精灵；Matter
79,Aqara计量插座 Plus,智能插座,Aqara智能生活专营店,1 个,149,48,Aqara,"Aqara计量插座 Plus 面向节能用户,租房人群，适合租房改造,家电控制,节能用电场景，可作为智能插座类目的主推商品。",用电统计；节能提醒；定时控制；过载保护,租房改造；家电控制；节能用电,节能用户；租房人群,Plus；定时控制；家电控制；智能插座；用电统计；租房人群；租房改造；节能提醒；节能用户；节能用电；过载保护,4.7,2762,33889,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Matter；小度
80,AqaraWiFi 智能插座 Max,智能插座,Aqara官方旗舰店,1 个,279,63,Aqara,"AqaraWiFi 智能插座 Max 面向节能用户,智能家居入门用户，适合租房改造,节能用电,全屋智能场景，可作为智能插座类目的主推商品。",过载保护；定时控制；节能提醒；用电统计,租房改造；节能用电；全屋智能,节能用户；智能家居入门用户,Max；全屋智能；定时控制；智能家居入门用户；智能插座；用电统计；租房改造；节能提醒；节能用户；节能用电；过载保护,4.5,2422,11765,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；小度；Apple HomeKit；华为鸿蒙智联
81,Aqara大功率插座 Lite,智能插座,Aqara智能生活专营店,1 个,99,64,Aqara,"Aqara大功率插座 Lite 面向智能家居入门用户,家电多的家庭，适合租房改造,全屋智能,节能用电场景，可作为智能插座类目的主推商品。",用电统计；节能提醒；定时控制；远程断电,租房改造；全屋智能；节能用电,智能家居入门用户；家电多的家庭,Lite；全屋智能；定时控制；家电多的家庭；智能家居入门用户；智能插座；用电统计；租房改造；节能提醒；节能用电；远程断电,4.4,1345,6033,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Matter；华为鸿蒙智联；米家；涂鸦智能
82,华为智选智能排插 Max,智能插座,华为智选授权专卖店,1 个,259,39,华为智选,"华为智选智能排插 Max 面向节能用户,智能家居入门用户，适合全屋智能,租房改造,家电控制场景，可作为智能插座类目的主推商品。",远程断电；节能提醒；用电统计；过载保护,全屋智能；租房改造；家电控制,节能用户；智能家居入门用户,Max；全屋智能；家电控制；智能家居入门用户；智能插座；用电统计；租房改造；节能提醒；节能用户；过载保护；远程断电,4.9,3803,20077,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；Aqara Home；Apple HomeKit；米家
83,华为智选空调伴侣 Plus,智能插座,华为智选官方旗舰店,1 个,199,110,华为智选,"华为智选空调伴侣 Plus 面向租房人群,家电多的家庭，适合全屋智能,节能用电,租房改造场景，可作为智能插座类目的主推商品。",远程断电；定时控制；用电统计；语音控制,全屋智能；节能用电；租房改造,租房人群；家电多的家庭,Plus；全屋智能；定时控制；家电多的家庭；智能插座；用电统计；租房人群；租房改造；节能用电；语音控制；远程断电,4.5,2443,32676,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；米家；Aqara Home；Matter
84,华为智选WiFi 智能插座 Plus,智能插座,华为智选智能生活专营店,1 个,189,233,华为智选,"华为智选WiFi 智能插座 Plus 面向家电多的家庭,节能用户，适合租房改造,全屋智能,家电控制场景，可作为智能插座类目的主推商品。",节能提醒；用电统计；过载保护；语音控制,租房改造；全屋智能；家电控制,家电多的家庭；节能用户,Plus；全屋智能；家电多的家庭；家电控制；智能插座；用电统计；租房改造；节能提醒；节能用户；语音控制；过载保护,4.2,3634,19826,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Apple HomeKit；Aqara Home；天猫精灵；涂鸦智能
85,涂鸦迷你智能插座 Plus,智能插座,涂鸦授权专卖店,1 个,119,26,涂鸦,"涂鸦迷你智能插座 Plus 面向家电多的家庭,智能家居入门用户，适合租房改造,家电控制,全屋智能场景，可作为智能插座类目的主推商品。",过载保护；定时控制；用电统计；远程断电,租房改造；家电控制；全屋智能,家电多的家庭；智能家居入门用户,Plus；全屋智能；定时控制；家电多的家庭；家电控制；智能家居入门用户；智能插座；用电统计；租房改造；过载保护；远程断电,4.6,4528,1482,0.935,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；小度；Matter；Apple HomeKit
86,涂鸦计量插座 Plus,智能插座,涂鸦生态链旗舰店,1 个,119,16,涂鸦,"涂鸦计量插座 Plus 面向智能家居入门用户,家电多的家庭，适合家电控制,节能用电,租房改造场景，可作为智能插座类目的主推商品。",节能提醒；语音控制；用电统计；定时控制,家电控制；节能用电；租房改造,智能家居入门用户；家电多的家庭,Plus；定时控制；家电多的家庭；家电控制；智能家居入门用户；智能插座；用电统计；租房改造；节能提醒；节能用电；语音控制,4.7,3163,7385,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Apple HomeKit；米家；涂鸦智能；天猫精灵
87,涂鸦智能排插 Plus,智能插座,涂鸦生态链旗舰店,1 个,129,111,涂鸦,"涂鸦智能排插 Plus 面向租房人群,节能用户，适合租房改造,节能用电,全屋智能场景，可作为智能插座类目的主推商品。",远程断电；语音控制；节能提醒；用电统计,租房改造；节能用电；全屋智能,租房人群；节能用户,Plus；全屋智能；智能插座；用电统计；租房人群；租房改造；节能提醒；节能用户；节能用电；语音控制；远程断电,4.8,1896,1848,0.961,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Matter；Apple HomeKit
88,欧瑞博空调伴侣 Lite,智能插座,欧瑞博授权专卖店,1 个,99,239,欧瑞博,"欧瑞博空调伴侣 Lite 面向智能家居入门用户,家电多的家庭，适合全屋智能,家电控制,租房改造场景，可作为智能插座类目的主推商品。",定时控制；过载保护；用电统计；节能提醒,全屋智能；家电控制；租房改造,智能家居入门用户；家电多的家庭,Lite；全屋智能；定时控制；家电多的家庭；家电控制；智能家居入门用户；智能插座；用电统计；租房改造；节能提醒；过载保护,4.4,258,2317,0.929,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Aqara Home；Matter
89,欧瑞博智能排插 Lite,智能插座,欧瑞博授权专卖店,1 个,109,53,欧瑞博,"欧瑞博智能排插 Lite 面向家电多的家庭,智能家居入门用户，适合租房改造,全屋智能,节能用电场景，可作为智能插座类目的主推商品。",定时控制；语音控制；过载保护；节能提醒,租房改造；全屋智能；节能用电,家电多的家庭；智能家居入门用户,Lite；全屋智能；定时控制；家电多的家庭；智能家居入门用户；智能插座；租房改造；节能提醒；节能用电；语音控制；过载保护,4.6,2007,20074,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Aqara Home；天猫精灵；华为鸿蒙智联
90,欧瑞博大功率插座 Max,智能插座,欧瑞博授权专卖店,1 个,289,176,欧瑞博,"欧瑞博大功率插座 Max 面向租房人群,节能用户，适合节能用电,家电控制,租房改造场景，可作为智能插座类目的主推商品。",语音控制；节能提醒；过载保护；远程断电,节能用电；家电控制；租房改造,租房人群；节能用户,Max；家电控制；智能插座；租房人群；租房改造；节能提醒；节能用户；节能用电；语音控制；过载保护；远程断电,4.6,2632,17885,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；天猫精灵；小度
91,Aqara零火智能开关 Max,智能开关,Aqara智能生活专营店,1 个,499,23,Aqara,"Aqara零火智能开关 Max 面向有老人家庭,复式户型，适合卧室控制,老人夜起,全屋智能场景，可作为智能开关类目的主推商品。",无线遥控；语音控制；多路控制；无需换灯,卧室控制；老人夜起；全屋智能,有老人家庭；复式户型,Max；全屋智能；卧室控制；复式户型；多路控制；无线遥控；无需换灯；智能开关；有老人家庭；老人夜起；语音控制,4.7,2958,31463,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；米家
92,Aqara多键智能开关 Plus,智能开关,Aqara官方旗舰店,1 个,209,243,Aqara,"Aqara多键智能开关 Plus 面向新房装修,复式户型，适合新房装修,卧室控制,全屋智能场景，可作为智能开关类目的主推商品。",多路控制；语音控制；场景联动；无线遥控,新房装修；卧室控制；全屋智能,新房装修；复式户型,Plus；全屋智能；卧室控制；场景联动；复式户型；多路控制；新房装修；无线遥控；智能开关；语音控制,4.3,2483,6363,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,小度；涂鸦智能
93,Aqara场景面板 Lite,智能开关,Aqara生态链旗舰店,1 个,189,182,Aqara,"Aqara场景面板 Lite 面向新房装修,智能改造用户，适合全屋智能,新房装修,卧室控制场景，可作为智能开关类目的主推商品。",多路控制；状态记忆；无线遥控；场景联动,全屋智能；新房装修；卧室控制,新房装修；智能改造用户,Lite；全屋智能；卧室控制；场景联动；多路控制；新房装修；无线遥控；智能开关；智能改造用户；状态记忆,4.4,925,14934,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,涂鸦智能；米家；华为鸿蒙智联
94,米家调光开关 Max,智能开关,米家生态链旗舰店,1 个,499,166,米家,"米家调光开关 Max 面向复式户型,新房装修，适合新房装修,全屋智能,老人夜起场景，可作为智能开关类目的主推商品。",无需换灯；语音控制；无线遥控；多路控制,新房装修；全屋智能；老人夜起,复式户型；新房装修,Max；全屋智能；复式户型；多路控制；新房装修；无线遥控；无需换灯；智能开关；老人夜起；语音控制,4.5,957,14010,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,米家；Matter；小度；天猫精灵
95,米家场景面板 Pro,智能开关,米家生态链旗舰店,1 个,399,158,米家,"米家场景面板 Pro 面向智能改造用户,有老人家庭，适合老人夜起,全屋智能,卧室控制场景，可作为智能开关类目的主推商品。",无需换灯；多路控制；场景联动；语音控制,老人夜起；全屋智能；卧室控制,智能改造用户；有老人家庭,Pro；全屋智能；卧室控制；场景联动；多路控制；无需换灯；智能开关；智能改造用户；有老人家庭；老人夜起；语音控制,4.8,461,22927,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；小度；米家；Matter
96,米家单火智能开关 Max,智能开关,米家授权专卖店,1 个,499,99,米家,"米家单火智能开关 Max 面向智能改造用户,复式户型，适合全屋智能,新房装修,卧室控制场景，可作为智能开关类目的主推商品。",多路控制；语音控制；无线遥控；场景联动,全屋智能；新房装修；卧室控制,智能改造用户；复式户型,Max；全屋智能；卧室控制；场景联动；复式户型；多路控制；新房装修；无线遥控；智能开关；智能改造用户；语音控制,4.4,3395,15976,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,米家；Apple HomeKit；华为鸿蒙智联；小度
97,欧瑞博单火智能开关 Max,智能开关,欧瑞博授权专卖店,1 个,449,192,欧瑞博,"欧瑞博单火智能开关 Max 面向新房装修,复式户型，适合卧室控制,全屋智能,新房装修场景，可作为智能开关类目的主推商品。",状态记忆；多路控制；场景联动；无需换灯,卧室控制；全屋智能；新房装修,新房装修；复式户型,Max；全屋智能；卧室控制；场景联动；复式户型；多路控制；新房装修；无需换灯；智能开关；状态记忆,4.6,1575,30087,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；Apple HomeKit；Aqara Home
98,欧瑞博场景面板 Lite,智能开关,欧瑞博生态链旗舰店,1 个,149,29,欧瑞博,"欧瑞博场景面板 Lite 面向有老人家庭,智能改造用户，适合卧室控制,新房装修,全屋智能场景，可作为智能开关类目的主推商品。",语音控制；无需换灯；场景联动；无线遥控,卧室控制；新房装修；全屋智能,有老人家庭；智能改造用户,Lite；全屋智能；卧室控制；场景联动；新房装修；无线遥控；无需换灯；智能开关；智能改造用户；有老人家庭；语音控制,4.7,4409,18330,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；米家；天猫精灵；Aqara Home
99,欧瑞博多键智能开关 Plus,智能开关,欧瑞博生态链旗舰店,1 个,299,210,欧瑞博,"欧瑞博多键智能开关 Plus 面向新房装修,复式户型，适合新房装修,老人夜起,全屋智能场景，可作为智能开关类目的主推商品。",语音控制；无线遥控；场景联动；无需换灯,新房装修；老人夜起；全屋智能,新房装修；复式户型,Plus；全屋智能；场景联动；复式户型；新房装修；无线遥控；无需换灯；智能开关；老人夜起；语音控制,4.8,3658,24537,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,涂鸦智能；Aqara Home；天猫精灵；Matter
100,公牛无线开关 Lite,智能开关,公牛智能生活专营店,1 个,189,38,公牛,"公牛无线开关 Lite 面向新房装修,复式户型，适合卧室控制,老人夜起,全屋智能场景，可作为智能开关类目的主推商品。",无需换灯；无线遥控；状态记忆；语音控制,卧室控制；老人夜起；全屋智能,新房装修；复式户型,Lite；全屋智能；卧室控制；复式户型；新房装修；无线遥控；无需换灯；智能开关；状态记忆；老人夜起；语音控制,4.6,1255,1774,0.94,建议电工安装,七天无理由，整机一年质保，支持在线客服,米家；Matter
101,公牛调光开关 Plus,智能开关,公牛智能生活专营店,1 个,279,94,公牛,"公牛调光开关 Plus 面向复式户型,智能改造用户，适合卧室控制,全屋智能,老人夜起场景，可作为智能开关类目的主推商品。",多路控制；场景联动；语音控制；无线遥控,卧室控制；全屋智能；老人夜起,复式户型；智能改造用户,Plus；全屋智能；卧室控制；场景联动；复式户型；多路控制；无线遥控；智能开关；智能改造用户；老人夜起；语音控制,4.7,3339,21078,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；米家；天猫精灵；小度
102,公牛零火智能开关 Plus,智能开关,公牛官方旗舰店,1 个,219,159,公牛,"公牛零火智能开关 Plus 面向智能改造用户,有老人家庭，适合老人夜起,卧室控制,新房装修场景，可作为智能开关类目的主推商品。",场景联动；语音控制；无需换灯；状态记忆,老人夜起；卧室控制；新房装修,智能改造用户；有老人家庭,Plus；卧室控制；场景联动；新房装修；无需换灯；智能开关；智能改造用户；有老人家庭；状态记忆；老人夜起；语音控制,4.3,262,18999,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；涂鸦智能；Aqara Home；米家
103,涂鸦调光开关 Plus,智能开关,涂鸦授权专卖店,1 个,239,38,涂鸦,"涂鸦调光开关 Plus 面向复式户型,新房装修，适合全屋智能,老人夜起,新房装修场景，可作为智能开关类目的主推商品。",多路控制；场景联动；语音控制；无需换灯,全屋智能；老人夜起；新房装修,复式户型；新房装修,Plus；全屋智能；场景联动；复式户型；多路控制；新房装修；无需换灯；智能开关；老人夜起；语音控制,4.7,896,20161,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,Aqara Home；华为鸿蒙智联；涂鸦智能；天猫精灵
104,涂鸦无线开关 Max,智能开关,涂鸦生态链旗舰店,1 个,499,80,涂鸦,"涂鸦无线开关 Max 面向新房装修,复式户型，适合新房装修,全屋智能,卧室控制场景，可作为智能开关类目的主推商品。",无线遥控；状态记忆；语音控制；无需换灯,新房装修；全屋智能；卧室控制,新房装修；复式户型,Max；全屋智能；卧室控制；复式户型；新房装修；无线遥控；无需换灯；智能开关；状态记忆；语音控制,4.6,3766,28639,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；小度；涂鸦智能；Aqara Home
105,涂鸦零火智能开关 Lite,智能开关,涂鸦智能生活专营店,1 个,89,175,涂鸦,"涂鸦零火智能开关 Lite 面向新房装修,复式户型，适合老人夜起,全屋智能,新房装修场景，可作为智能开关类目的主推商品。",多路控制；无线遥控；语音控制；无需换灯,老人夜起；全屋智能；新房装修,新房装修；复式户型,Lite；全屋智能；复式户型；多路控制；新房装修；无线遥控；无需换灯；智能开关；老人夜起；语音控制,4.6,856,29553,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,涂鸦智能；华为鸿蒙智联
106,Yeelight无线开关 Lite,智能开关,Yeelight智能生活专营店,1 个,129,114,Yeelight,"Yeelight无线开关 Lite 面向新房装修,智能改造用户，适合新房装修,全屋智能,老人夜起场景，可作为智能开关类目的主推商品。",状态记忆；多路控制；场景联动；无需换灯,新房装修；全屋智能；老人夜起,新房装修；智能改造用户,Lite；全屋智能；场景联动；多路控制；新房装修；无需换灯；智能开关；智能改造用户；状态记忆；老人夜起,4.8,3153,1756,0.959,建议电工安装,七天无理由，整机一年质保，支持在线客服,Aqara Home；天猫精灵；Matter
107,Yeelight场景面板 Pro,智能开关,Yeelight授权专卖店,1 个,349,44,Yeelight,"Yeelight场景面板 Pro 面向复式户型,智能改造用户，适合全屋智能,卧室控制,老人夜起场景，可作为智能开关类目的主推商品。",状态记忆；无需换灯；无线遥控；语音控制,全屋智能；卧室控制；老人夜起,复式户型；智能改造用户,Pro；全屋智能；卧室控制；复式户型；无线遥控；无需换灯；智能开关；智能改造用户；状态记忆；老人夜起；语音控制,4.2,1223,22686,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；小度
108,Yeelight多键智能开关 Plus,智能开关,Yeelight智能生活专营店,1 个,239,76,Yeelight,"Yeelight多键智能开关 Plus 面向有老人家庭,新房装修，适合老人夜起,全屋智能,卧室控制场景，可作为智能开关类目的主推商品。",多路控制；语音控制；场景联动；无线遥控,老人夜起；全屋智能；卧室控制,有老人家庭；新房装修,Plus；全屋智能；卧室控制；场景联动；多路控制；新房装修；无线遥控；智能开关；有老人家庭；老人夜起；语音控制,4.6,409,19394,0.98,建议电工安装,七天无理由，整机一年质保，支持在线客服,米家；Matter；Aqara Home；华为鸿蒙智联
109,小米迷你音箱 Lite,智能音箱,小米智能生活专营店,1 台,219,135,小米,"小米迷你音箱 Lite 面向亲子家庭,音乐用户，适合老人看护,儿童学习,客厅娱乐场景，可作为智能音箱类目的主推商品。",语音助手；视频通话；红外控制；儿童内容,老人看护；儿童学习；客厅娱乐,亲子家庭；音乐用户,Lite；亲子家庭；儿童内容；儿童学习；客厅娱乐；智能音箱；红外控制；老人看护；视频通话；语音助手；音乐用户,4.4,1640,31432,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；涂鸦智能；米家
110,小米屏幕音箱 Plus,智能音箱,小米授权专卖店,1 台,1149,205,小米,"小米屏幕音箱 Plus 面向有老人家庭,智能家居入门用户，适合客厅娱乐,全屋智能,老人看护场景，可作为智能音箱类目的主推商品。",语音助手；儿童内容；家居中控；红外控制,客厅娱乐；全屋智能；老人看护,有老人家庭；智能家居入门用户,Plus；儿童内容；全屋智能；客厅娱乐；家居中控；智能家居入门用户；智能音箱；有老人家庭；红外控制；老人看护；语音助手,4.7,3636,12122,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；米家
111,小米智能音箱 Lite,智能音箱,小米生态链旗舰店,1 台,599,212,小米,"小米智能音箱 Lite 面向音乐用户,有老人家庭，适合儿童学习,客厅娱乐,全屋智能场景，可作为智能音箱类目的主推商品。",家居中控；视频通话；语音助手；音乐播放,儿童学习；客厅娱乐；全屋智能,音乐用户；有老人家庭,Lite；儿童学习；全屋智能；客厅娱乐；家居中控；智能音箱；有老人家庭；视频通话；语音助手；音乐播放；音乐用户,4.3,4686,23345,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,涂鸦智能；天猫精灵；Matter
112,华为高音质音箱 Lite,智能音箱,华为官方旗舰店,1 台,499,258,华为,"华为高音质音箱 Lite 面向亲子家庭,有老人家庭，适合全屋智能,儿童学习,老人看护场景，可作为智能音箱类目的主推商品。",音乐播放；家居中控；红外控制；儿童内容,全屋智能；儿童学习；老人看护,亲子家庭；有老人家庭,Lite；亲子家庭；儿童内容；儿童学习；全屋智能；家居中控；智能音箱；有老人家庭；红外控制；老人看护；音乐播放,4.6,3239,20250,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,米家；涂鸦智能
113,华为儿童学习音箱 Lite,智能音箱,华为授权专卖店,1 台,349,187,华为,"华为儿童学习音箱 Lite 面向智能家居入门用户,有老人家庭，适合儿童学习,老人看护,客厅娱乐场景，可作为智能音箱类目的主推商品。",家居中控；音乐播放；儿童内容；视频通话,儿童学习；老人看护；客厅娱乐,智能家居入门用户；有老人家庭,Lite；儿童内容；儿童学习；客厅娱乐；家居中控；智能家居入门用户；智能音箱；有老人家庭；老人看护；视频通话；音乐播放,4.5,1588,1189,0.92,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,米家；Aqara Home；小度；华为鸿蒙智联
114,华为屏幕音箱 Plus,智能音箱,华为生态链旗舰店,1 台,749,103,华为,"华为屏幕音箱 Plus 面向亲子家庭,有老人家庭，适合老人看护,儿童学习,客厅娱乐场景，可作为智能音箱类目的主推商品。",儿童内容；语音助手；视频通话；红外控制,老人看护；儿童学习；客厅娱乐,亲子家庭；有老人家庭,Plus；亲子家庭；儿童内容；儿童学习；客厅娱乐；智能音箱；有老人家庭；红外控制；老人看护；视频通话；语音助手,4.8,383,5473,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；小度；米家
